food_id,food_name,category,serving_size,calories_kcal_est,protein_g_est,carbohydrates_g_est,fat_g_est,fiber_g_est,sugar_g_est,sodium_mg_est,calcium_mg_est,iron_mg_est,vitamin_c_mg_est,vitamin_a_ug_est,vegetarian,vegan,data_type,source_note
FERA04767,Pigeon peas (homestyle),Pulses & Legumes,50 g/ml,54.9,3.51,8.78,0.88,3.07,0.88,70.2,35.1,0.53,0.4,8.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04768,Pigeon peas (homestyle),Pulses & Legumes,100 g/ml,109.8,7.02,17.56,1.76,6.15,1.76,140.5,70.2,1.05,0.9,17.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04769,Pigeon peas (homestyle),Pulses & Legumes,150 g/ml,164.6,10.54,26.34,2.63,9.22,2.63,210.7,105.4,1.58,1.3,26.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04770,Pigeon peas (homestyle),Pulses & Legumes,200 g/ml,219.5,14.05,35.12,3.51,12.29,3.51,281,140.5,2.11,1.8,35.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04771,Sprouted moong (homestyle),Pulses & Legumes,25 g/ml,36.2,2.32,5.79,0.58,2.03,0.58,46.3,23.2,0.35,0.3,5.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04772,Sprouted moong (homestyle),Pulses & Legumes,50 g/ml,72.4,4.63,11.58,1.16,4.05,1.16,92.7,46.3,0.7,0.6,11.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04773,Sprouted moong (homestyle),Pulses & Legumes,100 g/ml,144.8,9.27,23.17,2.32,8.11,2.32,185.3,92.7,1.39,1.2,23.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04774,Sprouted moong (homestyle),Pulses & Legumes,150 g/ml,217.2,13.9,34.75,3.48,12.16,3.48,278,139,2.09,1.7,34.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04775,Sprouted moong (homestyle),Pulses & Legumes,200 g/ml,289.6,18.53,46.34,4.63,16.22,4.63,370.7,185.3,2.78,2.3,46.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04776,Sprouted chana (homestyle),Pulses & Legumes,25 g/ml,35.6,2.28,5.7,0.57,1.99,0.57,45.6,22.8,0.34,0.3,5.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04777,Sprouted chana (homestyle),Pulses & Legumes,50 g/ml,71.2,4.56,11.4,1.14,3.99,1.14,91.2,45.6,0.68,0.6,11.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04778,Sprouted chana (homestyle),Pulses & Legumes,100 g/ml,142.5,9.12,22.79,2.28,7.98,2.28,182.3,91.2,1.37,1.1,22.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04779,Sprouted chana (homestyle),Pulses & Legumes,150 g/ml,213.7,13.68,34.19,3.42,11.97,3.42,273.5,136.8,2.05,1.7,34.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04780,Sprouted chana (homestyle),Pulses & Legumes,200 g/ml,284.9,18.23,45.59,4.56,15.96,4.56,364.7,182.3,2.74,2.3,45.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04781,Sprouted moth beans (homestyle),Pulses & Legumes,25 g/ml,34.4,2.2,5.5,0.55,1.92,0.55,44,22,0.33,0.3,5.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04782,Sprouted moth beans (homestyle),Pulses & Legumes,50 g/ml,68.7,4.4,11,1.1,3.85,1.1,88,44,0.66,0.5,11,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04783,Sprouted moth beans (homestyle),Pulses & Legumes,100 g/ml,137.5,8.8,22,2.2,7.7,2.2,176,88,1.32,1.1,22,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04784,Sprouted moth beans (homestyle),Pulses & Legumes,150 g/ml,206.2,13.2,33,3.3,11.55,3.3,264,132,1.98,1.6,33,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04785,Sprouted moth beans (homestyle),Pulses & Legumes,200 g/ml,275,17.6,43.99,4.4,15.4,4.4,352,176,2.64,2.2,44,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04786,Sprouted black gram (homestyle),Pulses & Legumes,25 g/ml,31.4,2.01,5.03,0.5,1.76,0.5,40.3,20.1,0.3,0.3,5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04787,Sprouted black gram (homestyle),Pulses & Legumes,50 g/ml,62.9,4.03,10.06,1.01,3.52,1.01,80.5,40.3,0.6,0.5,10.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04788,Sprouted black gram (homestyle),Pulses & Legumes,100 g/ml,125.8,8.05,20.13,2.01,7.04,2.01,161,80.5,1.21,1,20.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04789,Sprouted black gram (homestyle),Pulses & Legumes,150 g/ml,188.7,12.08,30.19,3.02,10.57,3.02,241.5,120.8,1.81,1.5,30.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04790,Sprouted black gram (homestyle),Pulses & Legumes,200 g/ml,251.6,16.1,40.25,4.03,14.09,4.03,322,161,2.42,2,40.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04791,Sprouted lentils (homestyle),Pulses & Legumes,25 g/ml,31.1,1.99,4.98,0.5,1.74,0.5,39.9,19.9,0.3,0.2,5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04792,Sprouted lentils (homestyle),Pulses & Legumes,50 g/ml,62.3,3.99,9.97,1,3.49,1,79.7,39.9,0.6,0.5,10,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04793,Sprouted lentils (homestyle),Pulses & Legumes,100 g/ml,124.6,7.97,19.93,1.99,6.98,1.99,159.5,79.7,1.2,1,19.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04794,Sprouted lentils (homestyle),Pulses & Legumes,150 g/ml,186.9,11.96,29.9,2.99,10.46,2.99,239.2,119.6,1.79,1.5,29.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04795,Sprouted lentils (homestyle),Pulses & Legumes,200 g/ml,249.2,15.95,39.86,3.99,13.95,3.99,318.9,159.5,2.39,2,39.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04796,Dal makhani (homestyle),Pulses & Legumes,25 g/ml,31.6,2.02,5.05,0.51,1.77,0.51,40.4,20.2,0.3,0.3,5.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04797,Dal makhani (homestyle),Pulses & Legumes,50 g/ml,63.2,4.04,10.11,1.01,3.54,1.01,80.9,40.4,0.61,0.5,10.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04798,Dal makhani (homestyle),Pulses & Legumes,100 g/ml,126.3,8.09,20.21,2.02,7.07,2.02,161.7,80.9,1.21,1,20.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04799,Dal makhani (homestyle),Pulses & Legumes,150 g/ml,189.5,12.13,30.32,3.03,10.61,3.03,242.6,121.3,1.82,1.5,30.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04800,Dal makhani (homestyle),Pulses & Legumes,200 g/ml,252.7,16.17,40.43,4.04,14.15,4.04,323.4,161.7,2.43,2,40.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04801,Chana masala (homestyle),Pulses & Legumes,25 g/ml,31.7,2.03,5.07,0.51,1.77,0.51,40.5,20.3,0.3,0.3,5.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04802,Chana masala (homestyle),Pulses & Legumes,50 g/ml,63.3,4.05,10.13,1.01,3.55,1.01,81.1,40.5,0.61,0.5,10.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04803,Chana masala (homestyle),Pulses & Legumes,100 g/ml,126.6,8.11,20.26,2.03,7.09,2.03,162.1,81.1,1.22,1,20.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04804,Chana masala (homestyle),Pulses & Legumes,150 g/ml,190,12.16,30.39,3.04,10.64,3.04,243.2,121.6,1.82,1.5,30.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04805,Chana masala (homestyle),Pulses & Legumes,200 g/ml,253.3,16.21,40.53,4.05,14.18,4.05,324.2,162.1,2.43,2,40.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04806,Rajma curry (homestyle),Pulses & Legumes,25 g/ml,30.5,1.95,4.88,0.49,1.71,0.49,39.1,19.5,0.29,0.2,4.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04807,Rajma curry (homestyle),Pulses & Legumes,50 g/ml,61,3.91,9.76,0.98,3.42,0.98,78.1,39.1,0.59,0.5,9.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04808,Rajma curry (homestyle),Pulses & Legumes,100 g/ml,122.1,7.81,19.53,1.95,6.84,1.95,156.2,78.1,1.17,1,19.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04809,Rajma curry (homestyle),Pulses & Legumes,150 g/ml,183.1,11.72,29.29,2.93,10.25,2.93,234.3,117.2,1.76,1.5,29.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04810,Rajma curry (homestyle),Pulses & Legumes,200 g/ml,244.1,15.62,39.06,3.91,13.67,3.91,312.5,156.2,2.34,2,39.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04811,Dal tadka (homestyle),Pulses & Legumes,25 g/ml,27.1,1.73,4.34,0.43,1.52,0.43,34.7,17.3,0.26,0.2,4.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04812,Dal tadka (homestyle),Pulses & Legumes,50 g/ml,54.2,3.47,8.67,0.87,3.04,0.87,69.4,34.7,0.52,0.4,8.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04813,Dal tadka (homestyle),Pulses & Legumes,100 g/ml,108.4,6.94,17.35,1.73,6.07,1.73,138.8,69.4,1.04,0.9,17.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04814,Dal tadka (homestyle),Pulses & Legumes,150 g/ml,162.6,10.41,26.02,2.6,9.11,2.6,208.2,104.1,1.56,1.3,26,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04815,Dal tadka (homestyle),Pulses & Legumes,200 g/ml,216.9,13.88,34.7,3.47,12.14,3.47,277.6,138.8,2.08,1.7,34.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04816,Moong dal curry (homestyle),Pulses & Legumes,25 g/ml,27,1.73,4.33,0.43,1.51,0.43,34.6,17.3,0.26,0.2,4.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04817,Moong dal curry (homestyle),Pulses & Legumes,50 g/ml,54.1,3.46,8.65,0.87,3.03,0.87,69.2,34.6,0.52,0.4,8.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04818,Moong dal curry (homestyle),Pulses & Legumes,100 g/ml,108.2,6.92,17.3,1.73,6.06,1.73,138.4,69.2,1.04,0.9,17.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04819,Moong dal curry (homestyle),Pulses & Legumes,150 g/ml,162.2,10.38,25.96,2.6,9.09,2.6,207.7,103.8,1.56,1.3,26,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04820,Moong dal curry (homestyle),Pulses & Legumes,200 g/ml,216.3,13.84,34.61,3.46,12.11,3.46,276.9,138.4,2.08,1.7,34.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04821,Masoor dal curry (homestyle),Pulses & Legumes,25 g/ml,36.3,2.33,5.81,0.58,2.03,0.58,46.5,23.3,0.35,0.3,5.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04822,Masoor dal curry (homestyle),Pulses & Legumes,50 g/ml,72.7,4.65,11.63,1.16,4.07,1.16,93,46.5,0.7,0.6,11.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04823,Masoor dal curry (homestyle),Pulses & Legumes,100 g/ml,145.4,9.3,23.26,2.33,8.14,2.33,186,93,1.4,1.2,23.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04824,Masoor dal curry (homestyle),Pulses & Legumes,150 g/ml,218,13.95,34.88,3.49,12.21,3.49,279.1,139.5,2.09,1.7,34.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04825,Masoor dal curry (homestyle),Pulses & Legumes,200 g/ml,290.7,18.6,46.51,4.65,16.28,4.65,372.1,186,2.79,2.3,46.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04826,Black chana curry (homestyle),Pulses & Legumes,25 g/ml,31,1.99,4.97,0.5,1.74,0.5,39.7,19.9,0.3,0.2,5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04827,Black chana curry (homestyle),Pulses & Legumes,50 g/ml,62.1,3.97,9.94,0.99,3.48,0.99,79.5,39.7,0.6,0.5,9.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04828,Black chana curry (homestyle),Pulses & Legumes,100 g/ml,124.2,7.95,19.87,1.99,6.95,1.99,159,79.5,1.19,1,19.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04829,Black chana curry (homestyle),Pulses & Legumes,150 g/ml,186.3,11.92,29.81,2.98,10.43,2.98,238.4,119.2,1.79,1.5,29.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04830,Black chana curry (homestyle),Pulses & Legumes,200 g/ml,248.4,15.9,39.74,3.97,13.91,3.97,317.9,159,2.38,2,39.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04831,Green gram curry (homestyle),Pulses & Legumes,25 g/ml,36.3,2.33,5.82,0.58,2.04,0.58,46.5,23.3,0.35,0.3,5.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04832,Green gram curry (homestyle),Pulses & Legumes,50 g/ml,72.7,4.65,11.63,1.16,4.07,1.16,93.1,46.5,0.7,0.6,11.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04833,Green gram curry (homestyle),Pulses & Legumes,100 g/ml,145.4,9.31,23.26,2.33,8.14,2.33,186.1,93.1,1.4,1.2,23.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04834,Green gram curry (homestyle),Pulses & Legumes,150 g/ml,218.1,13.96,34.89,3.49,12.21,3.49,279.2,139.6,2.09,1.7,34.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04835,Green gram curry (homestyle),Pulses & Legumes,200 g/ml,290.8,18.61,46.53,4.65,16.28,4.65,372.2,186.1,2.79,2.3,46.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04836,Horse gram curry (homestyle),Pulses & Legumes,25 g/ml,27.5,1.76,4.39,0.44,1.54,0.44,35.2,17.6,0.26,0.2,4.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA04837,Horse gram curry (homestyle),Pulses & Legumes,50 g/ml,54.9,3.52,8.79,0.88,3.08,0.88,70.3,35.2,0.53,0.4,8.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
